address	job	company	blood_group	ssn	station_ID	current_latitude	current_longitude
		Rivera, Calderon and Watts	AB-	878-34-5049	800	-19.720666	-99.31245
"Via Valerio, 125 Appartamento 27
71040, Ordona (FG)"		Tozzo-Manzoni e figli	AB-	TRPRSR07R14I706Q	560	8.355463	125.658025
"Kramerweg 32/52
24440 Starnberg"	Informatiker	Christoph	A-	607-62-8563	699	-58.7654215	4.41218
"Tim-Schwital-Ring 4
14424 Borna"	Krankenschwester	Jockel Hein AG	O+	077-47-8190	735		
"Borgo Arnulfo, 362
23855, Pescate (LC)"		Modugno, Pigafetta e Mantegna Group	AB-	BNGLCU02D66E782Z	506	-63.7988925	157.595479
"48502 Aaron Court
Edwardshire, KS 41950"		Terry, Ryan and Franklin	AB-	335-64-2744	531	-12.9974855	129.613274
徳島県西東京市蔵前5丁目25番11号 東三島コーポ316	公認会計士	村上食品合同会社	O-	021-94-6277	178	16.4881935	-68.196189
"Campo Zoe Ferreira, 60
Mariquinhas
45346193 Pereira de Cirino / RR"		Costa S/A	AB+	32875614991	800	-60.7094685	22.093692
"Strada Petruzzi, 22 Appartamento 21
31058, Susegana (TV)"		Cristoforetti-Piovani Group	AB-	CSDLND19C56C230F	634	-50.781645	105.338182
"Heribert-Bohlander-Allee 9-9
46206 Dinslaken"		Gorlitz Weinhold e.V.	A+	136-32-2210	153	-58.1953655	145.349398
"Strada Fattori, 11
30020, Giai (VE)"	Fitness centre manager	Rossini-Roncalli Group	AB-	TTNGBL86E60I060X	260	57.4812815	81.830694
東京都横浜市港北区氏家3丁目5番10号 箪笥町クレスト321		株式会社佐藤運輸	B-	665-07-9263	88	-18.732367	-142.741684
"Praça Carvalho, 1
Jardinópolis
86148516 da Rosa / PB"	Atleta de tiro com arco	Rodrigues	AB-	35078246126	776	52.201663	119.225246
		鈴木電気有限会社	A-	268-35-1207	175	-68.060019	79.832764
宮崎県豊島区氏家新田28丁目7番19号 月島コート234		有限会社林運輸	O-	828-28-9839	616	-54.394868	-15.030261
"Langering 155
74661 Finsterwalde"		Jüttner Heinrich AG & Co. KG	A-	360-32-6702	670	36.259395	165.772224
		Hudson-Kelley	AB-	725-34-6651	209		
"Biggenring 17
34536 Uffenheim"		Mielcarek	AB+	949-08-4115	391	-70.301225	32.646062
		Gutknecht AG & Co. OHG	A+	600-79-6198	613		
"Hanna-Pärtzelt-Gasse 6264
44796 Rosenheim"		Oestrovsky AG & Co. KGaA	A-	680-38-3285	542	72.4037805	-34.343481
大阪府四街道市中宮祠40丁目9番16号		山田食品有限会社	O-	618-90-2407	90	26.8854835	-37.952866
"84623 Zachary Road Apt. 908
East Helen, AL 90235"	Hydrographic surveyor	Vasquez-Chambers	O+	831-87-9205	739		
	花火師	佐藤農林株式会社	A+	025-97-4237	490	-72.080607	140.062575
"Stadelmanngasse 11
96144 Steinfurt"		Stiffel Söding AG	B+	531-08-2213	643	-48.5242185	108.545422
"PSC 8367, Box 6204
APO AP 08723"		Hayes-Savage	B-	468-78-1789	385	53.740602	45.801579
"Hans-Erich-Steinberg-Straße 34
87732 Bernburg"	Drogist	Zänker	O+	166-86-4393	6	-12.585004	53.942116
"PSC 2336, Box 5671
APO AA 08960"		Mitchell, Turner and Williams	A-	186-86-4884	524	24.715912	30.409581
"Carmela-Weiß-Weg 884
51870 Rockenhausen"		Ritter	A+	546-22-3982	91	-22.938987	-77.443392
"Via de Costela, 85
Santa Helena
07574-135 Cassiano / ES"		da Cunha	A+	15463078939	74	44.538426	157.234324
"Aeroporto Jesus, 8
Confisco
06048-659 das Neves da Prata / SP"		Câmara - EI	A+	30642179840	366	67.9125565	-45.86652
"Estação Gomes, 59
Beira Linha
30404-905 Cassiano de Gomes / AC"		Pastor	A-	95418067249	755	3.219251	-46.186757
山口県袖ケ浦市東三島19丁目27番20号 シャルム中鉢石町776	航海士	株式会社田中鉱業	AB+	847-73-0806	520	-1.794027	107.634387
"Aeroporto de Vieira, 46
Vila Real 1ª Seção
61254345 Sales de Goiás / RR"		Abreu	B+	56913078277	723	-70.8277645	-50.166645
"Irmengard-Röhricht-Straße 8
59222 Dessau"	Drogist	Holzapfel	B+	000-30-7424	438	-27.0297155	148.859498
"Bohlanderplatz 4/1
56591 Dinslaken"		Klapp Förster e.G.	A+	380-12-4709	268	54.216118	-74.136558
"Unit 7617 Box 1878
DPO AE 97093"		Caldwell LLC	AB-	613-87-3237	219	51.0485725	47.441324
長崎県川崎市川崎区天神島22丁目2番12号 コーポ渡辺282	アニメーター	株式会社山本運輸	O+	569-77-9184	349	-7.245573	-29.975212
"Strada Gori, 211
20843, Verano Brianza (MB)"		Tomasetti, Agostini e Cociarelli SPA	O+	MRRDNG55P43E382Y	60	13.296066	-178.666145
"Área Siqueira, 80
Maria Goretti
06034032 Ramos / SC"		Melo Farias e Filhos	AB+	16348502708	710	27.1004235	-122.32602
"Praia Lucas Lopes, 48
Conjunto Paulo Vi
74453-933 Costa / AP"		Nascimento Dias Ltda.	A-	17025463817	99	-66.216525	43.686932
"Vicolo Tonia, 30
24066, Pedrengo (BG)"	Contracting civil engineer	Michelangeli, Scarlatti e Sokolov SPA	B-	NTNGNN15L06D266V	179	42.060635	-24.694881
"Trevo de Câmara, 36
Taquaril
64901-776 Gomes / AM"		Nunes Cunha - EI	B+	36254087910	320	-77.8793515	-8.765113
	Patent examiner	Wilson-Rose	B+	665-95-1389	198	60.4417455	169.901596
宮城県長生郡長柄町芝大門37丁目16番7号		渡辺銀行株式会社	B-	648-96-2917	441	35.925322	-112.195636
"Via Cicala, 24 Piano 8
16155, Pegli (GE)"		Vitturi s.r.l.	A-	BGONDD17R13A056G	743	-21.266492	-138.846257
"377 Lindsey Station
Susanport, UT 23357"	Solicitor	Thompson Group	AB+	784-08-4524	306	-25.5930205	-42.037861
"Contrada Fantini, 64 Piano 4
72012, Serranova Di Carovigno (BR)"		Oscuro, Pausini e Mantegazza SPA	AB+	TRVPLT40S09D120X	713	44.6350795	34.859117
"Chácara Barbosa
Vila Satélite
74987495 Melo Verde / PI"		Macedo	B+	83219754023	202	70.8950375	122.87724
	Surveyor, minerals	Giannelli SPA	A+	PRTLNI84P20G443Y	497	80.603029	-83.62007
岩手県川崎市多摩区中鉢石町36丁目16番13号	歯科医師	株式会社小林電気	B+	535-04-8810	596	58.0693115	11.572843
		Moraes e Filhos	B+	65940138748	336	-29.3444215	17.975864
"79522 Emily Gateway
Lake Elizabethview, FL 17401"		Owens PLC	O+	542-72-3250	431	-24.096127	-80.565901
"Viela de da Rocha
Flavio De Oliveira
38090051 Pastor de Teixeira / SP"		Lima	AB+	12905374888	436	75.5150985	-61.125964
"Incrocio Schiaparelli, 5 Appartamento 29
16040, San Colombano Certenoli (GE)"	Chemist, analytical	Maglio Group	A-	RSMSLT18R64G625W	288	62.7726245	-39.073629
"Evelyn-Walter-Platz 43-17
54737 Cuxhaven"		Jäkel	B-	446-85-6372	578	41.869142	40.513037
"Via Camilleri, 28
16029, Torriglia (GE)"	Trading standards officer	Trapanese-Mercantini e figli	A-	PNTZEI07B67E191M	356	41.118784	18.960926
"Largo José Miguel Teixeira, 52
Vila Madre Gertrudes 3ª Seção
54979-208 Almeida / PI"		Cardoso Rodrigues S/A	AB+	32076415980	461	-78.8180015	174.245863
熊本県君津市台場40丁目12番17号		有限会社三浦農林	B-	056-92-3033	276	11.787977	1.044669
"Viale Monduzzi, 1 Appartamento 70
74014, Laterza (TA)"	Development worker, international aid	Ferretti, Serao e Sinisi s.r.l.	A-	SLTVNN04P07C007G	274	46.446697	-64.234575
		Pontecorvo-Virgilio SPA	AB+	STRRMD20S46A978E	254	73.5323395	-65.11257
石川県多摩市浅草41丁目8番6号	花火師	有限会社太田ガス	AB-	337-56-4702	219	-13.1818235	131.704027
"PSC 2215, Box 9760
APO AA 59636"		Oneal-Hernandez	AB+	266-90-3978	223	46.3632445	116.015942
"50854 Fleming Union Apt. 281
Francofort, MT 76150"		Barnes, Paul and Sullivan	O+	241-18-3575	309	-20.142318	-84.187338
"Incrocio Annalisa, 7
07100, Macciadosa (SS)"		Brunello-Camilleri s.r.l.	AB+	TLNMRK69C59H936U	340	25.7222845	38.350049
"810 Hensley Coves
Spencerbury, AR 30742"		Benton-Smith	O+	881-67-7132	408	-59.211422	-176.792379
"Piazza Mattia, 78 Piano 8
21040, Lozza (VA)"		Onisto SPA	A-	BRNSTN63E25H644D	352	-83.093675	158.476567
"Alameda Lucas Araújo, 95
Biquinhas
17424647 da Cruz / RR"		Costa Teixeira e Filhos	A+	31264078544	84	-56.2132435	-12.899367
富山県安房郡鋸南町小入24丁目1番13号		橋本印刷合同会社	AB+	809-72-7318	94	-73.3840185	96.457182
長野県横浜市南区東和町29丁目2番2号 上野桜木アーバン311	運転士	渡辺印刷株式会社	AB-	825-45-9293	218	-10.5167785	-177.187751
"Augustin-Gieß-Gasse 4
33157 Sangerhausen"		Rudolph GmbH & Co. OHG	O+	395-70-5064	157	-43.020211	-145.681999
"Morro Vargas, 7
Vila São Gabriel Jacui
52211637 Pinto de Goiás / AP"		da Conceição - ME	AB-	47568932109	621	-77.212688	-43.632303
"Setor Isadora da Paz, 51
Parque São Pedro
37542785 Cavalcante / SE"		Caldeira	A+	40178536920	207	-26.9664345	80.787062
		Ebert	AB-	976-29-4760	551	-33.5033015	-68.660594
"Borgo Salvi, 12 Appartamento 4
25072, Bagolino (BS)"		Toninelli Group	B+	GNZCRI36M41G580C	397	-72.181317	-43.339477
"Canale Diana, 7
74020, Leporano Marina (TA)"		Vergassola, Soderini e Nadi s.r.l.	A+	SBRFRC14C25I305K	331	-85.2117905	60.834556
新潟県利島村明石町10丁目12番8号	営業	合同会社斎藤情報	AB+	365-29-3050	525	69.9979985	-100.477918
秋田県富里市太田ヶ谷21丁目11番11号		清水保険有限会社	B-	794-49-0739	387	70.4667435	-96.670615
"Núcleo Ian Fernandes, 468
Vila Copacabana
56440-309 das Neves da Praia / TO"	Engenheiro de produção agroindustrial	Alves	O-	49067851230	77	7.7001805	86.007437
長野県立川市日比谷公園40丁目6番7号 シャルム平須賀366		有限会社吉田ガス	A+	520-75-8383	579	27.213497	112.07815
"Dan-Wulf-Straße 739
01061 Goslar"	Beamter	Trubin AG & Co. KGaA	AB+	354-03-8076	477	-21.3207195	-95.141914
福岡県横浜市鶴見区竜泉22丁目25番6号 ハイツ押上660	グラフィックデザイナー	加藤印刷株式会社	O+	103-50-0834	743		
"Praça Sarah Ferreira, 9
Vila De Sá
92788449 Cardoso da Prata / SC"		Vieira Pimenta Ltda.	A+	83465720180	683	-33.6388085	176.43744
"Vila de Pinto, 81
Universitário
52904-453 Fogaça / PA"		Lopes	A+	87610943231	382	1.395822	83.114327
"Lagoa Théo Teixeira, 37
Conjunto Providencia
82809263 Rocha / PB"		Barros Ltda.	O+	93042187560	764	3.971845	117.834815
"5329 Jimenez Roads Suite 061
Bruceview, TN 72715"		Newman-Johnson	AB+	282-14-7503	688	-34.6458775	-66.167211
"328 Brooks Underpass
Tamaraland, PW 68048"		Mccarthy Group	O-	561-25-5271	294	-17.053924	-104.182786
"Vicolo Eraldo, 0 Piano 9
50022, Lucolena (FI)"		Mercati-Giannini e figli	A-	BNNMRN49C68H192F	151	-7.424559	-92.978937
	Newspaper journalist	Stevenson Ltd	AB-	205-18-9144	351	5.98336	-177.913857
和歌山県横浜市保土ケ谷区脚折26丁目21番9号 コート中川崎051		合同会社岡本印刷	O-	229-19-0180	733	-1.3822845	-71.994157
		Mack-Wright	AB-	019-72-9616	182	43.891226	-82.032398
"Parque Alves
Europa
65324999 Cardoso de da Rocha / CE"		Costa Aparecida S/A	AB-	56792418030	31	50.883146	-70.578935
熊本県鴨川市港南30丁目15番7号 芝浦シャルム487		福田保険有限会社	O+	347-24-1740	470	80.9184545	134.413908
"Viale Chinnici, 61 Appartamento 6
28856, Villette (VB)"		Veltroni-Garobbio e figli	A-	TRPMCL46L68F054W	449	4.729782	-140.865082
山形県羽村市鍛冶ケ沢38丁目20番13号 アーバン平河町110		株式会社小林保険	O-	485-26-4121	394	-80.3508175	140.898954
		Siqueira Monteiro - ME	A+	94360187203	471	51.7042585	-74.069578
群馬県長生郡一宮町台場38丁目9番1号 コーポ柿木沢新田383	エステティシャン	佐藤運輸株式会社	A+	491-81-0659	300	38.7350215	121.007833
"Loteamento de Pinto, 42
Vila Nova Gameleira 3ª Seção
30978-600 Caldeira do Sul / CE"		da Cruz Aragão - EI	B-	20354781626	721	-30.3513235	161.415713
"Praia de Silveira, 84
Minaslandia
01237-925 Moraes / MT"		da Paz	A+	51634907884	735	7.1490255	3.209746
"André-Stadelmann-Straße 21
60364 Demmin"	Techniker	Margraf Scheibe AG & Co. KG	B+	858-08-3780	220	34.478477	-44.791926
		合同会社山下運輸	O+	277-61-7956	778	-48.9655075	174.094434
"Estrada de Pereira, 43
Cidade Nova
01521994 Guerra / AP"		Souza	O-	96745283000	789	14.284503	5.483794
福岡県小金井市六番町8丁目13番12号 クレスト長畑011		山本鉱業有限会社	B+	627-09-2278	351	31.752912	-173.301004
"Unit 5478 Box 7311
DPO AA 96989"	Historic buildings inspector/conservation officer	Foster Ltd	A-	376-36-2375	602	-24.413559	99.049791
	Erzieher	Süßebier Adler AG & Co. OHG	B+	841-57-4605	46	-6.030917	-93.463915
"709 Young Valley
Lake Andrew, TX 98536"	Holiday representative	Pratt, Thomas and Bernard	AB-	377-28-1538	110	-66.048547	98.920538
兵庫県横浜市鶴見区池之端12丁目10番2号 パレス北青山753		村上鉱業有限会社	AB+	277-12-1267	396	1.3881335	-100.708628
	Chief Technology Officer	Terragni, Costalonga e Palombi Group	O+	TRCMDA93B51I438T	628		
"Misicherplatz 98-83
11175 Luckenwalde"		Klotz	A+	085-96-6021	226	-59.7724895	87.885466
"Hulda-Stiffel-Allee 88
72340 Bremervörde"		Nohlmans GbR	AB-	821-62-2777	86	75.5843605	39.841516
"Kuschallee 4976
09466 Mühlhausen"		Klapp	AB+	660-57-7881	6	-75.8153855	-178.493309
		Kitzmann GmbH	A-	717-32-4125	105	-45.858521	-118.031717
"1178 Sanchez Fork Apt. 848
Patriciaville, WY 85914"	Medical laboratory scientific officer	Levy-Pierce	AB-	064-60-1859	227	-66.8365505	-80.545551
"Alameda de Almeida, 76
Liberdade
42219223 Pimenta Alegre / TO"	Caldeireiro	Peixoto	AB+	76129084501	616	73.440801	-71.819546
"45840 Silva Motorway
Danielleborough, PW 79850"		Summers-Thomas	O-	083-59-4625	289	57.1135555	151.260171
"0234 Villegas Parkway
Rosemouth, GU 79047"		Hall, Stone and Meyer	A-	808-46-8503	758	42.2941325	73.666906
神奈川県四街道市箪笥町3丁目8番2号		株式会社小林農林	A+	541-08-9672	286	27.148767	174.4537
"Minna-Putz-Gasse 4/6
11041 Schwarzenberg"		Langern KG	A+	664-78-9290	527	34.5813275	30.251359
	Automotive engineer	Gilbert, Hodges and Ibarra	A+	028-44-1639	372	79.1048595	149.967351
広島県御蔵島村東大和町35丁目12番19号	介護ヘルパー	長谷川電気合同会社	A+	723-17-3967	172	-45.785769	-146.704543
"Rotonda Cicilia, 59 Piano 1
63826, Moresco (FM)"		Campano, Fanucci e Malpighi Group	B-	GRBLGU99T55E523K	517	-24.8679515	-43.201817
岡山県川崎市多摩区氏家新田20丁目12番16号 ハイツ脚折440	映画監督	株式会社佐藤銀行	A+	694-62-8849	262	83.145693	120.238709
"USCGC Hendricks
FPO AA 80680"	Physicist, medical	Tran Ltd	AB+	087-45-3290	170	2.3988595	-2.388243
新潟県横浜市都筑区上野桜木7丁目12番18号 シティ日光533		有限会社石井建設	O-	778-44-3837	688	-68.6508445	50.110671
佐賀県神津島村前弥六南町3丁目1番4号 日光パレス982		株式会社田中銀行	A-	385-70-5922	623	-80.735311	-125.244855
"Canale Botta, 1
19037, Santo Stefano Di Magra (SP)"		Farinelli-Tarantini s.r.l.	A-	TGLFBZ17E63M258U	737	88.4852315	-156.471275
	Hospital pharmacist	Mitchell, Smith and King	A+	549-42-8658	9	-55.233142	110.031502
愛媛県港区二つ室12丁目7番5号 クレスト四区町480	歯科医師	中島運輸有限会社	O-	674-94-7344	484	-59.243674	-77.829436
"Schäferstraße 91/59
60616 Jessen"		Müller	O-	650-86-2352	326	-86.2553275	-145.590482
"147 Breanna Rapid
New Jeffrey, PA 82391"		Barton, Abbott and Braun	A-	072-10-1797	124	-26.236433	86.932932
栃木県青梅市丸の内ＪＰタワー39丁目27番14号 コーポ小入165		株式会社高橋鉱業	B+	496-98-5006	670	17.616346	157.038796
		Guerra	A-	14362987509	194	-68.9673835	114.365537
		Hartung GbR	B+	972-63-0344	776	-79.000521	96.015627
"Estação de Câmara, 8
Oeste
53540803 da Conceição de Teixeira / AL"		Peixoto	O+	50126879494	34	41.922188	-157.773044
"Marie-Luise-Jäntsch-Platz 5968
57596 Pegnitz"		Heß	O-	476-52-1032	710	23.089693	32.363846
"Avenida de Pinto, 62
Pongelupe
39125051 Sales / SE"	Governanta	Fogaça	B-	10453978657	311	42.9501195	83.556835
"718 Kennedy Roads Apt. 100
Justinville, CT 05677"		Nelson PLC	O-	588-54-6663	92	-80.725153	158.95158
"Schollstr. 5/3
01373 Beeskow"		Paffrath Weihmann AG	B+	580-70-6104	389	-72.481659	3.594179
"Feira Garcia, 20
São Gonçalo
49558-690 Lopes / SE"		Alves S/A	O+	98472306178	258	-1.039156	104.561329
"Alameda de Alves, 458
Barão Homem De Melo 1ª Seção
34443-969 Leão do Campo / BA"		Peixoto	AB+	90365127434	726	13.7141535	-86.364239
	Artist	Hettner GbR	A+	742-44-7779	356	68.630523	176.246169
新潟県荒川区芝大門15丁目27番6号 芝公園アーバン109	モデル	阿部情報株式会社	O+	673-97-2473	644	48.312655	168.238089
"Sítio Hellena Ramos, 45
Trevo
33849-130 Cardoso / BA"	Presidente da República	Barbosa	O+	96314257034	45	-82.5285125	-27.145135
"03305 Wade Mission
Christinehaven, MT 01339"		Bennett, Nicholson and Ingram	AB-	154-06-8951	794	-56.122733	-92.955954
"Viaduto Gael Henrique Costa
Nova Granada
16673-669 Porto das Flores / DF"		Abreu	A+	80951642758	709	74.1649275	25.257943
"Bianka-Ruppert-Ring 2-4
78099 Sulzbach-Rosenberg"	Pilot	Zimmer AG & Co. OHG	A-	060-39-1309	398	25.8957025	-163.943487
"2474 Katherine Estate Apt. 448
Paulberg, MN 26281"		Hampton, Nelson and Riddle	B-	451-09-9622	290	23.7096415	116.902168
"7619 Whitney Manor
South Patrick, NY 73324"		Fernandez, Woods and Norman	B-	218-47-9306	193		
"Vicolo Flavio, 7 Appartamento 54
36012, Asiago (VI)"		Petralli e figli	A+	MNDLRA11C29D597Y	465	58.022969	141.874491
"66184 Johnson Cliff
Carolfort, NJ 04001"		Jones Group	A-	081-40-3556	608	29.5822435	120.789988
		Pärtzelt GmbH	A-	318-42-1536	633	-51.4370165	7.446759
"Área Vitória Oliveira, 7
Barão Homem De Melo 1ª Seção
73252-739 Gomes / GO"		Nascimento - ME	A+	01382694598	639	41.691702	-85.900403
"Via Bergoglio, 17 Piano 6
98146, Santo (ME)"		Turci SPA	B-	NDRLDA80M54E911W	610	-73.676728	-35.991028
		Ramirez-Dyer	B+	589-60-8168	256	57.369056	141.547831
"Alameda Fogaça
Novo Das Industrias
16702345 da Mota / RJ"		Costela Ltda.	B-	49503817684	157		
"071 Bethany Garden
Orozcochester, WA 04287"		Hamilton Ltd	A+	013-47-1454	400	-13.2903985	-56.613949
秋田県横浜市港北区丸の内ＪＰタワー27丁目19番11号 西小来川コート286		田中運輸株式会社	B-	039-62-7893	435	0.9224375	33.525073
"12398 Hart Station Suite 957
Harrisshire, FL 42879"		Ortega Inc	B+	124-16-2200	484	4.4140645	-11.587838
"Wesackstr. 4-2
14921 Marktheidenfeld"		Hettner KG	A+	856-08-0396	675	-5.0725005	6.490722
"Slobodan-Gierschner-Weg 6/5
47124 Prenzlau"	Augenoptiker	Wiek e.G.	O-	887-58-9264	350	37.716042	-138.834016
		Cordova Group	B+	014-34-9875	344	-67.522754	-147.28088
"Borgo Petrucelli, 0
71043, Siponto (FG)"	Environmental consultant	Gremese-Tirabassi s.r.l.	O+	SFRLDN32M41C695W	727	-36.032481	119.423201
		Versace s.r.l.	O+	VNZVNI57C44A916O	406	-62.9337195	-113.340648
"Klemmstraße 1/4
45055 Niesky"	Chirurgiemechaniker	Franke GmbH	AB+	415-96-0482	156	83.757986	176.054992
		Maccanelli-Gaito Group	B+	TLNTNI60A11D177G	525	-86.4320095	136.541069
奈良県長生郡長柄町平河町24丁目12番6号 西小来川クレスト011		有限会社橋本保険	AB-	387-23-7929	265	76.8342585	72.569837
"Vicolo Marangoni, 84
96016, Lentini (SR)"	Advertising copywriter	Benussi, Crispi e Donati s.r.l.	A+	CNVDIA52R14M171Y	241	53.6740315	-109.201835
"Aeroporto José Albuquerque
Chácara Leonina
96531-962 Leão / BA"		da Luz	O-	05138794639	382	17.97324	-162.736163
"950 Klein Brook
North Rogerfurt, RI 81256"		Hunter LLC	AB-	800-16-7552	247	-5.431576	-14.283821
"Parque Kamilly da Mota, 3
Vila Inestan
14220-349 Moreira de Correia / TO"		da Rocha	O-	06153742980	358	30.2452395	90.979536
"89234 Philip Dam
Schultzton, NM 18565"		Gonzalez Inc	O-	348-92-9932	547	4.428842	87.961268
"Rodovia de da Mota, 48
Ribeiro De Abreu
23916647 Pimenta / AP"		Moura Pereira - ME	A+	70695423134	800	-64.0418955	14.860491
"Yusuf-Oestrovsky-Platz 49
27542 Rosenheim"		Scheibe Ackermann GmbH	AB+	456-71-4020	538	-40.257236	-34.89298
"Rotonda Coriolano, 3 Appartamento 11
36013, Piovene Rocchette (VI)"		Zola-Cicilia e figli	AB-	BRZFBA21S30I877O	587	39.243578	-148.544466
		株式会社田中鉱業	A+	249-74-6948	492	36.6815445	3.875155
"Birthe-Vollbrecht-Weg 78-40
86983 Genthin"		Lachmann	O+	768-56-3509	545	57.569473	95.778011
"21603 Ryan Plaza
North Rachelburgh, IL 77107"		Davis-Bass	A-	115-81-4295	72	79.334141	25.585971
"Trevo Isis Novais, 49
Buraco Quente
40912-325 Vargas de Moura / PA"		Castro Campos - ME	B+	24567091361	802	30.4013565	-130.063698
"Julius-Jopich-Weg 484
95821 Lüdinghausen"		Ehlert KG	B+	503-61-6990	404	-49.5511865	81.150724
"Passarela de Silveira, 70
Marmiteiros
28563-037 Cunha / RS"	Tecelão	Pastor Sampaio e Filhos	O+	85247160967	278	69.200766	-121.299528
"Feira da Rosa, 81
Conjunto Califórnia I
36057-298 Sá / SC"		Gomes Brito - EI	A+	84971356010	211	11.9963605	169.86555
"Kai-Uwe-Heydrich-Platz 7-7
65631 Grimmen"	Winzer	Henschel e.G.	A+	273-82-7179	412	30.804807	59.667499
"Aeroporto Cunha, 848
Ouro Preto
43495-650 Brito / SC"		Dias - EI	B+	41675829373	473	1.0716745	-148.46866
奈良県羽村市太田ヶ谷40丁目7番4号 クレスト細竹453		合同会社木村運輸	A+	242-09-2078	538	-19.421905	-151.132738
"Stretto Mondadori, 62
89033, Bova (RC)"		Farina SPA	B+	VNDFRN59T21C308S	129		
"Contrada Barozzi, 399 Appartamento 19
07047, Thiesi (SS)"	Advertising copywriter	Farinelli Group	B+	LMBGLM78A15H732G	273	52.711369	-117.292135
"Ditschleringasse 96
80473 Altentreptow"		Dehmel Hentschel AG & Co. KGaA	B+	819-66-3057	309	63.1192725	40.388134
"Freudenbergerallee 38/41
58520 Darmstadt"		Heinz Süßebier KG	A+	383-85-0680	525	-53.383815	-25.816541
"Vicolo Daria, 3
48022, Villa San Martino (RA)"	Landscape architect	Donini-Riccardi Group	AB+	SCMLNE50S67H907E	513	47.5858365	-6.566801
"97268 Wells Path Suite 440
Obrienshire, CA 58758"		Peters, Kim and Wong	AB+	699-32-7748	46	-16.2618955	54.409407
山口県浦安市外神田13丁目25番19号 アーバン前弥六931		田中鉱業合同会社	A+	535-34-9644	281	18.933085	88.982654
"Eckbauerplatz 85-67
46808 Bad Brückenau"		Reuter Mosemann AG & Co. KG	B-	551-92-0403	585		
		Curatoli-Petrucelli s.r.l.	AB-	PRPGRN64R04B417K	770	-86.028781	-57.581058
"Kambsstraße 68-42
40285 Lübz"		Loos Klemm AG	O-	906-99-3926	61	47.691918	-20.936904
"Stretto Lovato, 24
98043, Sant'Andrea (ME)"		Mazzocchi Group	B+	TSSRGR73L64A660Y	70	-41.7605865	159.286036
神奈川県横浜市南区三筋25丁目27番12号 花川戸ハイツ868	営業	合同会社中村保険	A-	820-17-4801	560		
"Incrocio Tiziano, 327 Appartamento 62
09079, Tresnuraghes (OR)"	Fast food restaurant manager	Squarcione-Federici Group	B+	SCRDNL41R66D913X	247	-85.935235	-18.193446
岩手県福生市外神田30丁目20番6号 湯宮アーバン806		株式会社近藤通信	A-	453-63-2165	606	-74.9686585	-63.204188
"Parque Gabriel Carvalho, 30
Grajaú
58537-700 Barbosa / RO"		Pimenta e Filhos	O-	92631054725	497	-84.301966	-63.055492
	Air traffic controller	Costanzi, Coardi e Venturi Group	AB-	BRCCLR85H45G800Z	26	56.546668	127.964963
"Passarela Ramos, 3
Vila Jardim Montanhes
09830-554 Ramos de Azevedo / MG"		Sousa Rezende - ME	AB+	35019648205	274	-87.781549	151.201106
	Physiotherapist	Faranda SPA	A-	VNVBNT48T51I633M	10	45.8621675	-161.068316
茨城県小平市戸山14丁目17番15号	ウェブデザイナー	合同会社石井保険	O-	742-65-9385	31	36.1725075	64.777315
"Passarela Pastor
Coqueiros
51782-731 Araújo / PI"		Albuquerque	AB-	07259863102	570	-84.043471	-74.460259
"Vereda Vitória Sales, 218
Horto
94866-243 Caldeira da Serra / SE"		Costela Camargo Ltda.	AB-	95426037892	402	-55.102674	173.126085
"Vereda Dias, 15
Santo Antônio
70167-744 Gonçalves dos Dourados / BA"		Rios	A+	56482309151	442	70.021337	-38.811575
"Piazza Gramsci, 156 Piano 7
23805, Erve (LC)"		Omma-Tagliafierro Group	O-	MSCJCP17P49L607S	146	-89.185384	-144.623861
"Praia Montenegro, 1
São Jorge 2ª Seção
18670803 Abreu / SE"		das Neves	A-	68275314062	428	58.9445475	-19.555344
"Mona-Paffrath-Allee 897
95783 Torgau"		Dörr KGaA	A+	256-60-6650	4	76.9732595	-51.347629
"71075 Jacqueline Branch Apt. 047
Avilaberg, AL 34856"	Aeronautical engineer	Figueroa and Sons	O+	423-11-2907	177	-29.074734	122.512307
		Tschentscher e.G.	B-	581-05-5417	146	-69.6558625	156.212141
"Koch IIweg 179
25917 Eberswalde"		Ullmann	B-	328-01-8521	590	53.1245465	-108.33362
"Steygasse 6119
13211 Freudenstadt"		Hamann AG & Co. KG	AB-	973-98-7305	722	-5.228171	-66.272258
		有限会社佐藤建設	O-	545-41-1212	659	81.386515	20.684666
		佐々木農林有限会社	O+	112-55-3798	601		
"529 Williams Prairie Apt. 940
East Joshuamouth, NM 41732"	Conservation officer, nature	Liu Group	O+	344-79-8842	135	5.052	-70.253482
"Incrocio Loredana, 356
59026, Montepiano (PO)"	Computer games developer	Altera e figli	B+	FSCMLN95S23G622K	271	10.801033	-22.208912
"Heßgasse 1-1
28558 Düren"		Mosemann	B+	591-77-3728	697	-36.4008405	59.407616
千葉県清瀬市台東19丁目12番12号		坂本水産株式会社	A-	231-60-6534	784	42.43649	39.239132
"92309 Fisher Ways Suite 987
West Bobby, OK 37370"		Cline, Montes and Davis	B+	047-06-1770	792	70.207175	-161.012882
高知県千代田区睦22丁目19番10号 方京アーバン884		林ガス株式会社	O+	684-31-3307	20	41.220187	112.772197
		Sandi SPA	O-	LCCSNN22R69H429N	706	50.0802675	-175.650335
